Organism_ID,Family,Guild
Melanostoma.spec.,NA,NA
Melanostoma_ mellinum,Syrphidae,NA
Melanostoma_ scalare,Syrphidae,NA
Melanostoma_ spec.,Syrphidae,NA
Melanostoma_fasciatum,NA,NA
Melanostoma_mellinum,Syrphidae,NA
Melanostoma_mellinum,NA,NA
Melanostoma_scalare,NA,NA
Melanostoma_sp,NA,NA
Meligethes sp.,Nitidulidae,NA
Meligethies.anaeus,NA,NA
Melinda okazakii,Muscidae,NA
Melipona subnitida,Apidae,NA
Melipona subnitida,NA,NA
Melipona_sp,NA,NA
Meliponini,Apidae,NA
Meliponini sp. 1,Apidae,NA
Meliponula ferruginea,Apidae,NA
Meliponula sp.,NA,NA
Melissodes bimaculata,NA,NA
Melissodes lupina,Apidae,NA
Melissodes robustior,Apidae,NA
Melissodes tepanaca,Apidae,NA
Melissoptila sp.,NA,NA
Melissoptila uncicornis,Apidae,NA
Melissoptila uncicornis,NA,NA
Melitoma aff. segmentaria,Apidae,NA
Melitoma marginella,Apidae,NA
Melitomella grisescens,Apidae,NA
Melitomella murihirta,Apidae,NA
Melitomella murihirta,NA,NA
Melitta leporina,Melittidae,NA
Mellisodes sp.,NA,NA
Melolonthidae,Melolonthidae,NA
Melyridae sp1,Melyridae,NA
Melyridae_sp1,NA,NA
Merodon equestris,NA,NA
Merodon equestris,Syrphidae,NA
Merodon_equestris,Syrphidae,NA
Mesembrius sp,Syrphidae,NA
Microgastrinae,Braconidae,NA
Microgastrinae,NA,NA
Micromus._tasmaniae,NA,NA
Milesia crabroniformis,Syrphidae,NA
Milesia sp. 1,Syrphidae,NA
Milichiidae,NA,NA
Mirid Bug,Miridae,NA
Miris striatus,Miridae,NA
Mischicyttatus rotundicollis,Vespidae,NA
Monolepta australis,Chrysomelidae,NA
Monolepta citrinella Jacoby,CHRYSOMELIDAE: GALERUCINAE,NA
Monolepta_citrinella_Jacoby,NA,NA
Monolepta_ursulae_Wagner_2003,Chrysomelidae,NA
Monolepta_ursulae_Wagner_2003,NA,NA
Mordellinae sp1,MORDELLIDAE: MORDELLINAE,NA
Mosca brillante,NA,NA
Mosca domestica,NA,NA
Mosca gris lomo rayado,NA,NA
moth,NA,NA
moth sp3,ni,NA
moth sp5,ni,NA
Musca domestica,Muscidae,NA
Musca hervei,Muscidae,NA
Musca_hervei,NA,NA
Muscidae,Muscidae,NA
Muscidae (like a house fly),Muscidae,NA
Muscidae sp 1,Muscidae,NA
Muscidae sp1,Muscidae,NA
Muscidae..inc.Musca_domestica_L.,Muscidae,NA
Muscidae_6,NA,NA
Muscidae_7,NA,NA
Muscidae_sp.,NA,NA
Mutillidae sp.1,Vespidae,NA
Myathropa florea,Syrphidae,NA
Myathropa_florea,NA,NA
Myorhina ugamskii,Sarcophagidae,NA
Myorhina uniseta,Sarcophagidae,NA
Myorhina_uniseta,NA,NA
Nannotrigona testaceicornes,Apidae,NA
native_bee,NA,NA
native_bumble_bee,NA,NA
Nebria.brevicollis,NA,NA
Nebria.salina,NA,NA
Nematocera,Nematocera fam.,NA
Nematocera_sp.,NA,NA
Nemotelus nigrinus,Stratiomyidae,NA
Neoascia geniculata,Syrphidae,NA
Neoascia podagrica,Syrphidae,NA
Neoascia tenur,Syrphidae,NA
Neoascia_podagrica,NA,NA
Neocnemodon_ vitripennis,Syrphidae,NA
Neomyia timorensis,Muscidae,NA
Neomyia_timorensis,NA,NA
Neophryxe psychidis,Tachinidae,NA
Neophryxe_psychidis,NA,NA
Nephrotoma spp.,Tipulidae,NA
Neuroptera sp.2,NA,NA
Nezara viridula,Pentatomidae,NA
Nezara_viridula,NA,NA
Nitulidae_sp_,Nitulidae,NA
Nitulidae_sp_,NA,NA
Nomada,Apidae,NA
Nomada armatella,Apidae,NA
Nomada bethunei,Apidae,NA
Nomada bidentate,Apidae,NA
Nomada cressonii,Apidae,NA
Nomada denticulata,Apidae,NA
Nomada depressa,Apidae,NA
Nomada fabricana,Apidae,NA
Nomada fabriciana,Apidae,NA
Nomada flavoguttata,Apidae,NA
Nomada fucata,Apidae,NA
Nomada goodeniana,Apidae,NA
Nomada gracilis,Apidae,NA
Nomada luteoloides,Apidae,NA
Nomada marshamella,NA,NA
Nomada marshamella,Apidae,NA
Nomada melathoracica,Apidae,NA
Nomada meridionalis,Apidae,NA
Nomada parva,Apidae,NA
Nomada ruficornis,Apidae,NA
Nomada ruficornis,NA,NA
Nomada sp,Apidae,NA
Nomada sp.,Apidae,NA
Nomada sp1,Apidae,NA
Nomada sp2,Apidae,NA
Nomada striata,Apidae,NA
Nomada versicolor,Apidae,NA
Nomada.flavoguttata,NA,NA
Nomada_fabriciana,NA,NA
Nomada_flava,NA,NA
Nomada_marshamella,NA,NA
Nomada_ruficornis,NA,NA
Nomada_sp,NA,NA
Nomia sp.,NA,NA
Nomia sp. 1,NA,NA
Nomia sp. 2,NA,NA
Nomia sp. 3,NA,NA
Nomia_irridiscens,NA,NA
Nomiapis bispinosa,Apidae,NA
Nomiapis diversipes,Halictidae,NA
Non identified bee,Non identified,NA
Notiophilus.aestuans,NA,NA
Notiophilus.palustris,NA,NA
Nyctemera_annulata,NA,NA
Ocyptamus gastrostactus,Syrphidae,NA
Odonata sp.1,NA,NA
Odonata sp.2,NA,NA
Odonata spp.,Odonata fam.,NA
Odontomyia_sp.,NA,NA
Oecophylla smaragdina,Formicidae,NA
Oedemera lurida,Oedemeridae,NA
Oedemera spp.,Oedemeridae,NA
Omicron sp.1,Vespidae,NA
Onesia nartshukae　complex,Calliphoridae,NA
Onesia pusilla,Calliphoridae,NA
Onesia_nartshukae_complex,NA,NA
Oreumenes decoratus,Vespidae,NA
Oreumenes_decoratus,NA,NA
Ornidia obesa,Syrphidae,NA
Ornidia obessa,Syrphidae,NA
Orocrambus_flexuosellus,NA,NA
Orthonevra geniculata,Syrphidae,NA
Orthonevra nobilis,Syrphidae,NA
Orthoptera sp.1,NA,NA
Osmia,Megachilidae,NA
Osmia albiventris,Megachilidae,NA
Osmia atriventris,Megachilidae,NA
Osmia atrocyanea,Megachilidae,NA
Osmia aurulenta,Megachilidae,NA
Osmia bicolor,Megachilidae,NA
Osmia bicolor,Apidae,NA
Osmia bicornis,Megachilidae,NA
Osmia bicornis,Apidae,NA
Osmia bucephala,Megachilidae,NA
Osmia conjuncta,Megachilidae,NA
Osmia cornifrons,Megachilidae,NA
Osmia cornuta,Megachilidae,NA
Osmia cyanella,Megachilidae,NA
Osmia inermis,Megachilidae,NA
Osmia lignaria,Megachilidae,NA
Osmia lignaria propingua,NA,NA
Osmia ligurica,Megachilidae,NA
Osmia michiganensis,Megachilidae,NA
Osmia pumila,Megachilidae,NA
Osmia rufa,Megachilidae,NA
Osmia sp,Megachilidae,NA
Osmia sp.,Apidae,NA
Osmia sp.,Megachilidae,NA
Osmia sp1,Megachilidae,NA
Osmia spinulosa,Megachilidae,NA
Osmia ssp.,NA,NA
Osmia subfasciata,Megachilidae,NA
Osmia taurus,Megachilidae,NA
Osmia.bicornis,NA,NA
Osmia_ bicornis,Megachilidae,NA
Osmia_ rufa,Megachilidae,NA
Osmia_18,NA,NA
Osmia_19,NA,NA
Osmia_bicornis,NA,NA
Osmia_rufa,NA,NA
Osmia_sp,NA,NA
other,NA,NA
other  bee,Apidae,NA
Other Coleoptera (>3mm),Coleoptera fam.,NA
Other Diptera (>3mm),Diptera fam.,NA
Other Hemiptera (>3mm),Hemiptera fam.,NA
Other Hymenoptera (>3mm),Hymenoptera fam.,NA
Other solitary bee,Hymenoptera,NA
Other Solitary wasp,Aculeata fam.,NA
other.diptera,NA,NA
other.syrphidae,NA,NA
other_Diptera,NA,NA
Other_Dipterans,Diptera,NA
other_fly,NA,NA
Otitidae,NA,NA
"Oxaea flavescens Klug, 1807",Andrenidae (Oxaeinae),NA
Oxysarcodexia_varia,NA,NA
Pachyanthidium cordatum,NA,NA
Pachymelus conspicuus,NA,NA
Pagurodactylus_sp2,Melyridae,NA
Pagurodactylus_sp2,NA,NA
Pales sp.,Tachinidae,NA
Pales_marginata,NA,NA
Pales_sp.,NA,NA
Pales_usitata,NA,NA
Palpada furcata,Syrphidae,NA
Palpada mexicana,Syrphidae,NA
Palpada pygolampus,Syrphidae,NA
Palpada vinetorum,Sirfidae,NA
Panurginus sp.,Andrenidae,NA
Panurginus sp.,NA,NA
Panurginus_15,NA,NA
Papilio thoas,papilionidae,NA
Paragus jazanus,Syrphidae,NA
Paragus longiventris,SYRPHIDAE,NA
Paragus quadrifasciata,Syrphidae,NA
Paragus quadrifasciatus,Syrphidae,NA
Paragus_quadrifasciatus,NA,NA
Pararge aegeria,Leipdoptera,NA
Pararge_aegeria,NA,NA
Parasarcophaga albiceps,Sarcophagidae,NA
Parasarcophaga similis,Sarcophagidae,NA
Parasarcophaga unguitigris,Sarcophagidae,NA
Parasarcophaga_albiceps,NA,NA
Parasarcophaga_similis,NA,NA
Parasarcophaga_unguitigris,NA,NA
parasitic_wasp,NA,NA
Parasitica,NA,NA
parasitoid_wasp,NA,NA
Parasitoids,Parasitica fam.,NA
Parasyrphus annulatus,Syrphidae,NA
Parasyrphus lineolus,Syrphidae,NA
Parasyrphus macularis,Syrphidae,NA
Parasyrphus.annulatus,NA,NA
Parasyrphus_nigritarsis,NA,NA
Paratrigona lineata,Apidae,NA
"Paratrigona lineata Lepeletier, 1836",Apidae,NA
Paravespula sp.,Vespidae,NA
Parhelophilus frutetorum,Syrphidae,NA
Parhelophilus_frutetorum,NA,NA
Parnara guttata,Hesperiidae,NA
Parnara_guttata,NA,NA
Parophonus.maculicornis,NA,NA
Partamona sp.,Apidae,NA
Partamona sp.,NA,NA
Partamona sp.1,Apidae,NA
Patellapis sp. 4,Halictidae,NA
Pedinorrhina__Chondrorrhina__trivittata__Schaum,Scarabaeidae,NA
Pedinorrhina__Chondrorrhina__trivittata__Schaum,NA,NA
Pelopidas mathias,Hesperiidae,NA
Pelopidas_mathias,NA,NA
Pemphredon inornata,Crabronidae,NA
Pemphredon lethifer,Crabronidae,NA
Penthetria japonica,Bibionidae,NA
Peponapis pruniosa,NA,NA
Pepsis sp.,Pompilidae,NA
Phasmatodea_sp.,NA,NA
Phoebis neocypris,Hesperiidae,NA
Phyciodes tharos,Nymphalidae,NA
Phyllopertha horticola,Scarabaeidae,NA
Phytomia zonata,Syrphidae,NA
Phytomia_zonata,NA,NA
Pieridae_sp,NA,NA
Pieris canidia (Indian cabbage white),Pieridae,NA
Pieris rapae,Pieridae,NA
Pieris_brassicae,Pieridae,NA
Pieris_canidia,NA,NA
Pieris_napi,Lepidoptera,NA
Pieris_napi,NA,NA
Pieris_rapae,NA,NA
Pipiza noctiluca,Syrphidae,NA
Pipiza quadrimaculata,Syrphidae,NA
Pipiza sp.,Syrphidae,NA
Pipiza_ noctiluca,Syrphidae,NA
Pipizella viduata,Syrphidae,NA
Pipizella_ viduata,Syrphidae,NA
Pipizella_viduata,NA,NA
Pirpinto amarillo,NA,NA
Platycheirus,Syrphidae,NA
Platycheirus albimanus,Syrphidae,NA
Platycheirus angustatus,Syrphidae,NA
Platycheirus cf. ambiguus,Syrphidae,NA
Platycheirus clypeatus,Syrphidae,NA
Platycheirus fulviventris,Syrphidae,NA
Platycheirus manicatus,Syrphidae,NA
Platycheirus manicatus,NA,NA
Platycheirus occultus,Syrphidae,NA
Platycheirus peltatus,Syrphidae,NA
Platycheirus scambus,Syrphidae,NA
Platycheirus sp.,Syrphidae,NA
Platycheirus tarsalis,Syrphidae,NA
Platycheirus.albimanus,NA,NA
Platycheirus.manicatus,NA,NA
Platycheirus.scutatus,NA,NA
Platycheirus/Melanostoma_ spec.,Syrphidae,NA
Platycheirus_ albimanus,Syrphidae,NA
Platycheirus_ ambiguus,Syrphidae,NA
Platycheirus_ cf. scutatus,Syrphidae,NA
Platycheirus_ peltatus,Syrphidae,NA
Platycheirus_ scutatus,Syrphidae,NA
Platycheirus_albimanus,Syrphidae,NA
Platycheirus_albimanus,NA,NA
Platycheirus_angustatus,NA,NA
Platycheirus_clypeatus,NA,NA
Platycheirus_nielseni,Syrphidae,NA
Platycheirus_peltatus,Syrphidae,NA
Platycheirus_scambus,Syrphidae,NA
Platycheirus_scutatus,NA,NA
Platycheirus_sp,Syrphidae,NA
Platycheirus_splendidus,NA,NA
Platynus.assimilis,NA,NA
Playcheirus_ spec.,Syrphidae,NA
Plebeia frontalis,NA,NA
Plebeia sp,Apidae,NA
Plebeia sp.1,Apidae,NA
Plebeia_frontalis,NA,NA
Plebeina hildebrandti,NA,NA
Plecia sp,Bibionidae,NA
Plecoptera spp.,Plecoptera fam.,NA
Plutella xylostella,Plutellidae,NA
Poecilus.cupreus,NA,NA
Poecilus.versicolor,NA,NA
Polistes bischoffi,Vespidae,NA
Polistes dominula,Vespidae,NA
Polistes hebraeus,Vespidae,NA
Polistes nipponensis,Vespidae,NA
Polistes rothneyi,Vespidae,NA
Polistes snelleni,Vespidae,NA
Polistes sp2,Vespidae,NA
Polistes_nipponensis,NA,NA
Polistes_snelleni,NA,NA
Polistes_sp,NA,NA
Polistes_sp_hipolitodataset,NA,NA
Polistinae sp 1,NA,NA
Polistinae sp2,NA,NA
Polistinae_sp1_vergaradataset,NA,NA
Polistinae_sp2_vergaradataset,NA,NA
Pollen beetle,Nitidulidae,NA
Pollenia_pseudorudis,NA,NA
Polybia dimidiata,Vespidae,NA
Polybia ignobilis,Vespidae,NA
Polybia sericea,Vespidae,NA
Polybia sp.1,Vespidae,NA
Polybia sp.2,Vespidae,NA
Polytremis pellucida,Hesperiidae,NA
Polytremis_pellucida,NA,NA
Pompilidae_cf,NA,NA
POMPILIDAE_cf,POMPILIDAE,NA
Pompilidae_sp1_hipolitodataset,NA,NA
Pompillidae sp 1,Pompillidae,NA
Precis_iphita,NA,NA
Proscissio_sp.,NA,NA
Protohystricia_alcis,NA,NA
Psaenythia sp.,NA,NA
Pseudapis sp.,NA,NA
Pseudapis sp. 1,Halictidae,NA
Pseudoanthidium sp.,NA,NA
Pseudodorus clavatus,Syrphidae,NA
Pseudophilanthus sp.,NA,NA
Pterostichus.anthracinus,NA,NA
Pterostichus.melanarius,NA,NA
Pterostichus.nigrita,NA,NA
Pterostichus.vernalis,NA,NA
Ptilothrix bombiformis,Apidae,NA
Ptilothrix plumata,Apidae,NA
Ptilothrix plumata,NA,NA
Pyrgus communis/albescens,Hesperiidae,NA
Rhingia campestris,Syrphidae,NA
Rhingia.campestris,NA,NA
Rhingia_ campestris,Syrphidae,NA
Rhingia_campestris,NA,NA
Rhingia_rostrata,NA,NA
Rhyncomya forcipata,Calliophoridae,NA
Ripiphoridae,Ripiphoridae,NA
robberfly,NA,NA
Rove beetle,Staphylinidae,NA
Rsselkfer,NA,NA
Ruizantheda proxima,Halictidae,NA
Ruizanthedella mutabilis,Halictidae,NA
Salpinigaster_sp,NA,NA
Sarcophaga albiceps,Sarcophagidae,NA
Sarcophaga horii,Sarcophagidae,NA
Sarcophaga melanur,Sarcophagidae,NA
Sarcophaga peregrina,Sarcophagidae,NA
Sarcophaga septentrionalis,Sarcophagidae,NA
Sarcophagidae,Sarcophagidae,NA
Sarcophagidae,NA,NA
Sarcophagidae sp 1,Sarcophagidae,NA
Sarcophagidae sp.,Sarcophagidae,NA
Sarcophagidae.sp,Sarcophagidae,NA
Sargus iridatus,Stratiomyidae,NA
Saw flies,Symphyta fam.,NA
Scaeva pyrastri,Syrphidae,NA
Scaeva selenitica,Syrphidae,NA
Scaeva_pirastry,NA,NA
Scaeva_pyrastri,Syrphidae,NA
Scaeva_selenitica,NA,NA
Scaptia_sp.,NA,NA
Scaptotrigona mexicana,NA,NA
Scaptotrigona sp.1,Apidae,NA
Scaptotrigona_mexicana,NA,NA
Scatophagidae,NA,NA
Sciaridae sp,Sciaridae,NA
Sciaridae sp,Sciaridae sp,NA
Scolia oculata,Scoliidae,NA
Scolia_oculata,NA,NA
Scoliidae sp.1,Vespidae,NA
Scoliidae sp1,Scoliidae,NA
Scoliidae sp2,Scoliidae,NA
"Scymnus cf. capicola Casey, 1899",COCCINELLIDAE:SCYMNINAE: SCYMNINI,NA
Senaspis haemorrhoa,Syrphidae,NA
Senaspis_haemorrhoa,NA,NA
Sepedon aenescens,Sciomyzidae,NA
Sericomyia silentis,Syrphidae,NA
Sericomyia_silentis,Syrphidae,NA
Shield Bugs,Pentatomoidea,NA
shield_bug,NA,NA
Small Andrena sp.,Andrenidae,NA
Social wasps,Vespidae,NA
soldierfly,NA,NA
solitary bee,Apoidea,NA
Solitary bee unknown or unidentified,Apoidea fam.,NA
solitary.bee,NA,NA
solitary_bee,NA,NA
Specodes sp.,Halictidae,NA
Sphaerophoria interrupta,Syrphidae,NA
Sphaerophoria philanta,Syrphidae,NA
Sphaerophoria rueppelli,Syrphidae,NA
Sphaerophoria scripta,Syrphidae,NA
Sphaerophoria scripta,NA,NA
Sphaerophoria sp.,Syrphidae,NA
Sphaerophoria sp. 2,Syrphidae,NA
Sphaerophoria sp.1,Syrphidae,NA
Sphaerophoria taeniata,Syrphidae,NA
sphaerophoria.sp,NA,NA
Sphaerophoria.spec.,NA,NA
Sphaerophoria_batava,Syrphidae,NA
Sphaerophoria_cf_scripta,NA,NA
Sphaerophoria_interrupta,NA,NA
Sphaerophoria_scripta,Syrphidae,NA
Sphaerophoria_scripta,NA,NA
Sphaerophoria_sp,Syrphidae,NA
Sphaerophoria_sp.,NA,NA
Sphaerophoria_taeniata,Syrphidae,NA
Sphecidae sp1,Sphecidae,NA
Sphecodes cressoni,Halictidae,NA
Sphecodes ephippius,NA,NA
Sphecodes ephippius,Halictidae,NA
Sphecodes ephippius,Apidae,NA
Sphecodes geoffrellus,Halictidae,NA
Sphecodes monilicornis,Halictidae,NA
Sphecodes nambui,Halictidae,NA
Sphecodes niger,Halictidae,NA
Sphecodes sp.,Halictidae,NA
Sphecodes sp. B,Halictidae,NA
Sphecodes sp. CK-SC-1,Halictidae,NA
Sphecodes sp3,Halictidae,NA
Sphecodes sp4,Halictidae,NA
Sphiximorpha subsessilis,Syrphidae,NA
spider,Araneae fam.,NA
spider,NA,NA
Spider,Aranea (order),NA
Spilagona_melas,NA,NA
Staphilinidae_sp_,Staphilinidae,NA
Staphylinidae,NA,NA
Staphylinidae.sp..1_howlettdataset,NA,NA
Staphylinidae_Carvalheirodataset,NA,NA
Stenolophus.teutonus,NA,NA
Stenotabanus sp?,Tabanidae,NA
Stick insect,NA,NA
Stilt bug,Berytidae,NA
Stip of streep fopwesp,Vespidae,NA
Stomis.pumicatus,NA,NA
Stomorhina discolour,Rhiniidae,NA
Stomorhina obsoleta,Calliphoridae,NA
Stomorhina sp 1,Rhiniidae,NA
Stomorhina xanthogaster,Rhiniidae,NA
Stomorhina_obsoleta,NA,NA
Stratiomyidae,NA,NA
Stratiomyidae sp.2,Stratiomyidae,NA
Stratiomys japonica,Stratiomyiidae,NA
Stratiomys_japonica,NA,NA
Strymon melinus,Lycaenidae,NA
Svastra atripes,Apidae,NA
Svastra obliqua,Apidae,NA
Svastra petulca,Apidae,NA
Symphyta,Symphyta,NA
Symphyta sp1,NA,NA
Symphyta_sp.,NA,NA
Synoeca cyanea,Vespidae,NA
Syrhipds,Syrpidae,NA
Syritta pipiens,Syrphidae,NA
Syritta pipiens,NA,NA
Syritta sp,Syrphidae,NA
Syritta.pipiens,NA,NA
Syritta_ pipiens,Syrphidae,NA
Syritta_pipiens,Syrphidae,NA
Syritta_pipiens,NA,NA
Syritta_sp1,Syrphidae,NA
Syritta_sp1,NA,NA
Syrph 1,NA,NA
Syrph 2,NA,NA
Syrph 3,NA,NA
Syrphid- Honeybee mimic,Syrphidae,NA
Syrphid sp.,Syrphidae,NA
Syrphid sp. 2,Syrphidae,NA
Syrphid_1,NA,NA
Syrphid_1_vergara,NA,NA
Syrphid_2,NA,NA
Syrphid_2_vergara,NA,NA
Syrphid_3,NA,NA
Syrphid_3_vergara,NA,NA
syrphidae,NA,NA
Syrphidae,Syrphidae,NA
Syrphidae,NA,NA
Syrphidae (hover fly),Syrphidae,NA
Syrphidae large,NA,NA
Syrphidae medium,NA,NA
Syrphidae small,NA,NA
Syrphidae sp 1,Syrphidae,NA
Syrphidae sp.,Syrphidae,NA
Syrphidae sp1,Syrphidae,NA
Syrphidae sp2,Syrphidae,NA
Syrphidae sp20,Syrphidae,NA
Syrphidae sp3,Syrphidae,NA
Syrphidae sp4,Syrphidae,NA
Syrphidae spec. 1,NA,NA
Syrphidae_sp_,Syrphidae,NA
Syrphidae_sp1carvalheirodataset,NA,NA
Syrphidae_sp20_carvalheirodataset,NA,NA
Syrphido,NA,NA
Syrphus ribesii,Syrphidae,NA
Syrphus ribessi,Syrphidae,NA
Syrphus torvus,Syrphidae,NA
Syrphus vitripennis,Syrphidae,NA
Syrphus.ribesii,NA,NA
Syrphus.torvus,NA,NA
Syrphus.vitripennis,NA,NA
Syrphus_ ribesii,Syrphidae,NA
Syrphus_ spec.,Syrphidae,NA
Syrphus_ vitripennis,Syrphidae,NA
Syrphus_ribesii,Syrphidae,NA
Syrphus_ribesii,NA,NA
Syrphus_sp,NA,NA
Syrphus_vitripennis,Syrphidae,NA
Syrphus_vitripennis,NA,NA
Systropha aethiopica,NA,NA
T. corvina,NA,NA
T. nigerrima,NA,NA
Tachinidae sp 1,Tachinidae,NA
Tachinidae sp 2,Tachinidae,NA
Tachinidae sp.,Tachinidae,NA
Tachinidae sp.1,Tachinidae,NA
Tachinidae_sp..2,NA,NA
Tachinidae_sp1,NA,NA
Tachnidae,NA,NA
Tachys.bistriatus,NA,NA
Tachytes etruscus,Sphecidae,NA
Tachytes fruticis,Crabronidae,NA
Tachytes_etruscus_Rossi_1790,NA,NA
Tachytes_fruticis_Tsuneki_1964,NA,NA
talvez_Allograpta_calopus_,Syrphidae,NA
Tanypezidae,NA,NA
Tenebrionidae sp,Tenebrionidae,NA
Tephritidae,NA,NA
Tetragonula carbonaria,Apidae,NA
Tetragonula iridipennis,Apidae,NA
Tetragonula_iridipennis,Apidae,NA
Tetragonula_iridipennis,NA,NA
Tetralonia mitsukurii,Apidae,NA
Tetralonia sp.,NA,NA
Tetralonia sp. 1f,Apidae,NA
Tetraloniella ? apicalis (Friese),Apidae,NA
Tetraloniella sp.,NA,NA
Tetraloniella_apicalis_Friese_unsure,NA,NA
Tetramorium_sp_1_,Formicidae,NA
Tetramorium_sp1,NA,NA
Thoressa varia,Hesperiidae,NA
Thyreus nitidulus quartinae,NA,NA
Thyreus pictus,NA,NA
Thyreus smithii,Apidae,NA
Thyreus_massuri,NA,NA
Thysanoptera (Thrips),Aeolothripidae?,NA
Thysanoptera_sp.,NA,NA
Tineoidea_sp.,NA,NA
Tingidae,NA,NA
tiny insect,NA,NA
Tiphiidae sp 1,Tiphiidae,NA
Tiphiidae sp.4,Tiphiidae,NA
Tipula_sp.,NA,NA
Tipulidae,Tipulidae,NA
Tipulidae,NA,NA
Tipulidae sp 1,Unknown,NA
Tipulidae spp.,Tipulidae,NA
Toxomerus floralis,Syrphidae,NA
Toxomerus politus,Syrphidae,NA
Toxomerus sp1,Syrphidae,NA
Toxomerus sp2,Syrphidae,NA
Trechus.quadristriatus,NA,NA
Trichotichnus.nitens,NA,NA
Triepeolus concavus,Apidae,NA
Triepeolus remigatus,NA,NA
Trigona fuscipennis,Apidae,NA
Trigona sp. 2,NA,NA
Trigona sp2,Apidae,NA
Trigona spinipes,Apidae,NA
Trigona spinipes,NA,NA
"Trigona spinipes Fabricius, 1793",Apidae,NA
Trigona_corvina,NA,NA
Trigona_nigerrima,NA,NA
Tropidia_scita,NA,NA
Trypoxylon clavicerum,Crabronidae,NA
Typhedanus undulatus,Hesperiidae,NA
Unknown,Unknown,NA
Unknown,NA,NA
Unknown bee sp. 13,Apoidae,NA
Unknown cuckoo bee,Apoidea fam.,NA
Unknown syrphid sp. 2,Syrphidae,NA
Unknown wasp sp. 11,Vespidae,NA
Unknown wasp sp. 13,Vespidae,NA
Unknown wasp sp. 14,Vespidae,NA
Unknown wasp sp. 15,Vespidae,NA
Unknown wasp sp. 16,Vespidae,NA
Unknown wasp sp. 18,Vespidae,NA
Unknown wasp sp. 19,Vespidae,NA
Unknown wasp sp. 2,Vespidae,NA
Unknown wasp sp. 20,Vespidae,NA
Unknown wasp sp. 21,Vespidae,NA
Unknown wasp sp. 25,Vespidae,NA
Unknown wasp sp. 26,Vespidae,NA
Unknown wasp sp. 3,Vespidae,NA
Unknown wasp sp. 30,Vespidae,NA
Unknown wasp sp. 5,Vespidae,NA
Unknown wasp sp. 7,Vespidae,NA
Unknown wasp sp. 9,Vespidae,NA
Utetheisa pulchella,Arctiidae,NA
Utetheisa_pulchella,NA,NA
Vanessa braziliensis,Nymphalidae,NA
Vanessa carye,Nymphalidae,NA
Vanessa_cardui,NA,NA
Vanessa_itea,NA,NA
Vespa analis,Vespidae,NA
Vespa crabro,Vespidae,NA
Vespa ducalis,Vespidae,NA
Vespa simillima,Vespidae,NA
Vespa velutina,Vespidae,NA
Vespid,Vespidae,NA
Vespidae,NA,NA
Vespidae sp 1,Vespidae,NA
Vespidae sp.,Vespidae,NA
vespidae sp.1,Vespidae,NA
Vespidae sp.1,Vespidae,NA
Vespidae sp.2,Vespidae,NA
Vespidae sp.5,Vespidae,NA
Vespidae sp.6,Apidae,NA
Vespidae sp.6,Vespidae,NA
Vespidae sp1,Vespidae,NA
Vespidae sp2,Vespidae,NA
Vespidae sp3,Vespidae,NA
Vespidae_sp,NA,NA
Vespidae_sp_,Vespidae,NA
Vespidae_sp1_hipolitodataset,NA,NA
Vespidae_sp2_hipolitodataset,NA,NA
Vespidae_sp3_hipolitodataset,NA,NA
Vespidae_sp5_hipolitodataset,NA,NA
Vespidae_spn_hiploitodataset,NA,NA
Vespidae_yellowbody,Vespidae,NA
vespids,NA,NA
Vespula flaviceps,Vespidae,NA
Vespula germanica,NA,NA
Vespula koreensis,Vespidae,NA
Vespula sp. 1,Vespidae,NA
Villa sp.,Bombyliidae,NA
Volucella bombylans,Syrphidae,NA
Volucella bombylans,NA,NA
Volucella_bombylans,NA,NA
wasp,NA,NA
Wasp,Hymenoptera (order),NA
Wasp sp.,Vespidae,NA
weevil,NA,NA
Weevil,Curculionoidea,NA
Wild bee,Hymenoptera (order),NA
wild_bee_unknown,NA,NA
Wild_Bees,Apoidea,NA
wilde bij (klein),Apoidae,NA
Xanthocnemis_zealandica,NA,NA
Xeromelecta californica,Anthophoridae,NA
Xylocopa (Stenoxylocopa) sp1.,Apidae,NA
Xylocopa aestuans,Apidae,NA
Xylocopa aestuans/ Xylocopa latipes,Apidae,NA
Xylocopa aesturns,NA,NA
Xylocopa appendiculata circumvolans,Apidae,NA
Xylocopa augusti,Apidae,NA
Xylocopa caffra,NA,NA
Xylocopa cearensis,Apidae,NA
Xylocopa cearensis ,Apidae,NA
Xylocopa ciliata,Apidae,NA
Xylocopa collars,NA,NA
Xylocopa erythrina,NA,NA
Xylocopa eximia,Megachilidae,NA
Xylocopa flavorufa (DeGeer),Apidae,NA
Xylocopa frontalis,Apidae,NA
Xylocopa frontalis,NA,NA
Xylocopa griscescens,Apidae,NA
Xylocopa griscescens,NA,NA
Xylocopa imitator,NA,NA
Xylocopa inconstans,Apidae,NA
Xylocopa inconstans,NA,NA
Xylocopa macrops,Apidae,NA
Xylocopa micans,Apidae,NA
Xylocopa muscaria,Apidae,NA
Xylocopa muscaria,NA,NA
Xylocopa N. grisescens,Apidae,NA
Xylocopa negro,Megachilidae,NA
Xylocopa rufipes,Apidae,NA
Xylocopa schonherria,Apidae,NA
Xylocopa senior,NA,NA
Xylocopa somalica,NA,NA
Xylocopa sp 1,Xylocopinae,NA
Xylocopa sp.,Apidae,NA
Xylocopa sp.1,NA,NA
